id,x1,x2,k
71,0.4126835916259631,-0.7200910384413503,2
191,-0.03485592837886653,-0.2632971611021461,6
163,0.2927469511417422,0.4539451613012907,5
126,-0.3620421605784959,-0.8489170202209098,4
103,0.011930100412649759,-0.6124032244987854,3
144,-0.19337840010550408,-0.9520366175598876,4
130,-0.2271268716061839,-0.994581778546106,4
84,0.4074300053890532,-0.6473680161054024,2
266,-0.2101236959869432,0.3674387658736231,8
114,-0.13908311593353134,-0.775052305833335,3
117,-0.014491298722925372,-0.7117912111874407,3
239,0.41052984736429,0.7061457284985615,7
49,0.6414878610182199,-0.3643353313764364,1
263,-0.3210740203846625,0.4406326264582484,8
214,0.3605355277027889,0.5838880175316649,7
183,-0.09153671462307206,-0.25188464199807026,6
285,0.07226527862949345,0.7566915023489424,9
233,0.3279214783552959,0.6804391392011584,7
123,-0.43736925153790224,-0.9473987767125964,4
142,-0.34703354455978724,-0.9000904480031837,4
55,0.7393395288963733,-0.4277178973779919,1
201,-0.011781659254612048,-0.3186870384417706,6
101,-0.07374717844736052,-0.664233455677499,3
60,0.3666925776786161,-0.8241879230862759,2
170,0.19000536985877706,0.3324739368461673,5
37,0.4764460190896922,-0.3387138291781537,1
125,-0.3413918164059289,-0.9037626746320978,4
122,-0.2955464964505387,-0.876378946521828,4
32,0.7159571155825767,-0.3778638209874456,1
252,-0.3375702609125061,0.41496914863290063,8
133,-0.2425449164195929,-0.8643777437203899,4
228,0.16975586045226412,0.5903848868946712,7
174,0.18655829701452512,0.4514460410493263,5
202,-0.0434174345988478,-0.16297136650381566,6
128,-0.2023880202110994,-0.9324941939213024,4
157,0.11274193455292522,0.4990540004102461,5
166,0.22448522397609327,0.3851936029305101,5
276,0.2452351444157876,0.779165543125174,9
27,0.20450479548377065,-0.9725557419284206,0
40,0.7332412343793793,-0.4017968482883483,1
293,0.09033114325899276,0.789169475939098,9
294,0.17614865631460894,0.760145909734153,9
292,0.29046339450419273,0.6512129575753529,9
141,-0.3126780194042964,-0.8831023380287173,4
291,0.06620744807871692,0.6619864297602928,9
175,0.17147113905180458,0.5559071944604008,5
164,0.20076527102507835,0.356633561066443,5
231,0.3654025984715382,0.6387445698258466,7
287,0.3140823642100069,0.7710461816548371,9
131,-0.3198441552463125,-0.9991966681926556,4
4,0.15953942118047704,-1.0249341996385015,0
269,-0.2573629435078897,0.46206459127779104,8
187,0.0018348619734030874,-0.1767790933179163,6
177,0.224407311336078,0.4564848833807874,5
65,0.4357696709137937,-0.6624475570452008,2
7,0.22155044563171075,-0.9794692082689306,0
200,-0.06931636218787951,-0.1576183145349969,6
88,0.4511525740656848,-0.8128340102621346,2
92,0.07277774793661554,-0.7320059050785668,3
272,0.2873959732060608,0.6918058083367282,9
229,0.382115223273294,0.6899723369596711,7
120,-0.38633638945579796,-0.9859153647496198,4
52,0.6729209915063588,-0.36180500559760215,1
240,-0.3740817012732797,0.465552987130105,8
93,-0.030880938332247095,-0.6569231216933507,3
96,-0.20152803108303805,-0.6610590277554724,3
91,-0.12511253017433532,-0.8072840802358561,3
1,0.2008947620016062,-0.9891870005594312,0
196,-0.03833381772055065,-0.24147593336922785,6
275,0.21185173595024945,0.7254647668930786,9
98,-0.005113979751357189,-0.7874873752032434,3
289,0.3555780920361028,0.8546950605055306,9
22,0.10884673677868872,-0.968550184062694,0
19,0.1834993435487667,-0.9151048989152976,0
243,-0.29830890270528954,0.36685476431411934,8
104,-0.0353078815480502,-0.6759746307280515,3
48,0.8040793007993319,-0.3890679737609167,1
278,0.18762183399667576,0.7394953923702812,9
227,0.4152711229646667,0.6831491985503122,7
250,-0.2923826309942021,0.5083209114345848,8
18,0.2359778166778187,-0.9459609120354596,0
280,0.14043415275240698,0.6245319845343981,9
14,0.19423767928426533,-0.9332794749730926,0
67,0.3360665156199609,-0.7340555098811264,2
25,0.30999772978255,-1.0549462313886226,0
106,-0.03330295018445008,-0.8208034251933491,3
271,0.18108384838967664,0.6809149278528969,9
297,0.29433507380028306,0.7128487696107471,9
273,0.003465630681799864,0.7244731035274005,9
31,0.8183862070480749,-0.3381693109011072,1
72,0.5172313345480292,-0.75549607708214,2
211,0.32778180534261003,0.62233038234586,7
288,0.1991785013285252,0.7130340364590397,9
242,-0.4783066611203213,0.29927094898242224,8
45,0.8073998361249434,-0.2928193138388664,1
208,-0.059977324112354964,-0.18759387446435694,6
56,0.6815039936943054,-0.32389005266982546,1
213,0.4307984501691615,0.6510220524871397,7
168,0.014244470379684402,0.4529084859168148,5
151,0.08535861985224602,0.6289756711889224,5
51,0.7899989537435846,-0.2470435440239316,1
215,0.3451683829805849,0.7395039162401237,7
268,-0.2065543652298623,0.2749079564912115,8
13,0.28731450753381704,-0.9247639410522829,0
11,0.18007640706738526,-0.904852237508535,0
189,-0.0393983962097983,-0.26872897720092737,6
23,0.2584530123804443,-1.0755976809354932,0
118,-0.006723380953133962,-0.7279432645861079,3
161,0.34482906291286064,0.3278131057953036,5
195,0.04533586790635025,-0.3050798951170101,6
15,0.17620460732469834,-0.9157486804162016,0
237,0.38934682000832427,0.632540535998066,7
241,-0.3911679454127766,0.5457447072844832,8
50,0.5678372126253675,-0.3611487983218845,1
258,-0.4442430477274975,0.3933940979320982,8
154,0.19448721056787904,0.4431462964006255,5
90,-0.12722096362986007,-0.7301634532221991,3
43,0.6645150385765427,-0.4344254211577071,1
26,0.1801947031076332,-1.0063118029423317,0
262,-0.2442763048879784,0.5444025172399418,8
159,0.08937365210626158,0.5899457486663137,5
152,0.13412734212235325,0.44326357564552055,5
119,-0.11902023210416784,-0.8053595919378552,3
265,-0.5034022293246392,0.5257901453528502,8
274,0.3274021740067726,0.7189794476091225,9
180,-0.05236602287083257,-0.2804125024845994,6
225,0.2816970318319566,0.70707405535226,7
223,0.32854158732346456,0.5848681517532279,7
21,0.2669365168764881,-0.9653400283875996,0
277,0.15686342872677722,0.7614214555237514,9
192,-0.02137624342410945,-0.268985033739563,6
207,-0.13304198158957292,-0.2218100905200103,6
150,0.14114479157776855,0.4810305826106301,5
290,0.16984501558376588,0.6809618362963932,9
184,-0.061640710079141375,-0.3061163603670607,6
3,0.2565444822295945,-0.97217277023911,0
80,0.3449750876442547,-0.6842957422033253,2
53,0.5752476243702029,-0.3415495759146676,1
109,-0.0527128579461167,-0.5793894946826147,3
39,0.6365282637883755,-0.2613341197694345,1
28,0.341382484974216,-1.017374299806379,0
221,0.35296897640975555,0.6287230867190943,7
17,0.2697582986823484,-0.9695421752627792,0
206,-0.08637390655352475,-0.2853086639921005,6
198,-0.12003298031666634,-0.1815000299687391,6
115,0.03313089727186276,-0.7098884869700212,3
156,0.03456729911238948,0.4628452515947568,5
283,0.3059043788767089,0.6320479525743151,9
34,0.6379212880775558,-0.4435658837710698,1
149,-0.3699488392598812,-0.9489712454055724,4
295,0.2420460879088101,0.733807820296683,9
76,0.4535969325170853,-0.8480415653539507,2
69,0.33382217320147783,-0.9223055162252692,2
255,-0.4321309999614544,0.5068205447908626,8
113,0.0038501277284819922,-0.8694466096712848,3
100,0.0160419838744634,-0.7314085369326907,3
226,0.3395924900080608,0.6394124370799145,7
284,0.35211465568099665,0.7058784996281322,9
204,-0.11415268237185243,-0.2283273944308948,6
79,0.4164837927953528,-0.7860593044194822,2
247,-0.3875385488886716,0.30936481369172136,8
199,-0.011116347495199505,-0.19007214376868875,6
212,0.30008227522667125,0.6548953504719165,7
197,-0.058722475339351925,-0.24684292065653554,6
63,0.4395116516695738,-0.5990930080141271,2
179,0.2713697734042894,0.3401690685616444,5
